,JobpostID,Duration
7845,7845,"DURATION:  3 months, over 78 hours. 3 times a week in the evenings, 2-3"
7846,7846,DURATION:  Permanent
7847,7847,DURATION:  Permanent
7848,7848,DURATION:  Permanent
7853,7853,DURATION:  Annually renewed external contract with 3 month probation
7854,7854,DURATION:  Long term
7857,7857,DURATION:  Long term
7858,7858,DURATION:  Long term
7859,7859,"DURATION:  Long term, with 3 month probation period."
7860,7860,DURATION:  Permanent
7861,7861,DURATION:  Long term
7862,7862,DURATION:  Long term
7863,7863,DURATION:  Permanent
7864,7864,"DURATION:  1,5 months"
7866,7866,"DURATION:  MBA - 1 year, BA - 2 years"
7868,7868,DURATION:  Long term
7871,7871,DURATION:  Long term
7872,7872,DURATION:  Long term with 3 month probation period.
7873,7873,DURATION:  Long term
7874,7874,DURATION:  Long term
7876,7876,DURATION:  Long term
7877,7877,DURATION:  Long term
7878,7878,DURATION:  Long term
7879,7879,DURATION:  Long term
7880,7880,DURATION:  Long term
7882,7882,DURATION:  Long term
7883,7883,DURATION:  2 hours (19:00-21:00)
7884,7884,DURATION:  Permanent contract
7885,7885,DURATION:  Long term with 3 month probation period.
7886,7886,DURATION:  Permanent contract
7888,7888,DURATION:  Long term
7889,7889,DURATION:  12 weeks
7890,7890,DURATION:  Long term with 3 month probation period.
7892,7892,"DURATION:  6 months, preliminary"
7893,7893,DURATION:  Long term
7894,7894,DURATION:  Long term
7896,7896,DURATION:  Long term
7898,7898,DURATION:  Long term
7900,7900,DURATION:  1 year with possible extension.
7906,7906,DURATION:  April 2010  December 2013
7911,7911,DURATION:  Long term
7913,7913,DURATION:  6 months
7914,7914,DURATION:  Permanent
7918,7918,DURATION:  5-6 months
7921,7921,DURATION:  Permanent
7922,7922,"DURATION:  Temporary, 1 year  including 3 month probation period."
7923,7923,DURATION:  Long term
7925,7925,DURATION:  Long term with 3 month probation period.
7926,7926,DURATION:  Long term with 3 month probation period.
7927,7927,DURATION:  Long term
7929,7929,"DURATION:  Permanent, after probation period."
7930,7930,DURATION:  Permanent
7932,7932,DURATION:  Long term
7935,7935,DURATION:  Permanent
7936,7936,DURATION:  Permanent
7937,7937,DURATION:  Permanent
7939,7939,DURATION:  Long term with 3 month probation period.
7940,7940,"DURATION:  Permanent, with probation period."
7941,7941,DURATION:  Long term
7943,7943,DURATION:  Indefinite term contract with 3 month probation period.
7944,7944,DURATION:  Indefinite term contract with 3 month probation period.
7945,7945,DURATION:  Indefinite term contract with 3 month probation period.
7946,7946,"DURATION:  Long term, with 3 month probation period."
7948,7948,DURATION:  Indefinite term contract with 3 month probation period.
7949,7949,DURATION:  Indefinite term contract  with 3 month probation period.
7950,7950,DURATION:  Indefinite term contract  with 3 month probation period.
7952,7952,DURATION:  Long term with 3 month probation period.
7953,7953,DURATION:  Long term with 3 month probation period.
7954,7954,DURATION:  Long term
7956,7956,"DURATION:  11 month contract, 01 August 2010 - 30 June 2011 with"
7958,7958,DURATION:  Long term with 3 month probation period.
7964,7964,DURATION:  Permanent with 3 month probation period.
7965,7965,DURATION:  Permanent
7966,7966,DURATION:  One year (with possible extension) with two months probation
7967,7967,DURATION:  8 months
7968,7968,DURATION:  Long-term
7969,7969,DURATION:  Permanent
7971,7971,DURATION:  Long term with 1 month probation period.
7972,7972,DURATION:  Long term
7973,7973,DURATION:  2.5 years
7976,7976,DURATION:  Permanent
7978,7978,DURATION:  Long term
7981,7981,DURATION:  Long term with 3 month probation period.
7983,7983,"DURATION:  Temporary (6 months, with possible extension)"
7985,7985,DURATION:  Long term with 3 months probation period.
7994,7994,DURATION:  Full time
7995,7995,DURATION:  Long term with 3 month probation period.
7996,7996,DURATION:  Long term
7997,7997,DURATION:  Long term
7998,7998,DURATION:  5 years
8003,8003,DURATION:  Long term
8004,8004,DURATION:  Long term
8006,8006,DURATION:  2-4 weeks
8008,8008,DURATION:  Long term with 2 month probation period.
8009,8009,DURATION:  Long term
8010,8010,DURATION:  Permanent
8011,8011,DURATION:  Long term with 2 month probation period.
8013,8013,DURATION:  Long term
8015,8015,DURATION:  Long term with 3 month probation period.
8016,8016,DURATION:  Permanent with 3 month probation period.
8017,8017,DURATION:  Permanent
8018,8018,DURATION:  Long term with 2 month probation period.
8020,8020,DURATION:  Temporary for 5 months.
8022,8022,DURATION:  Long term
8023,8023,DURATION:  For the period of regular maternity leave of the permanent
8025,8025,DURATION:  Long term
8026,8026,DURATION:  Long term
8030,8030,DURATION:  Permanent (with probation period).
8032,8032,DURATION:  Long term
8034,8034,DURATION:  15 months
8035,8035,DURATION:  3-4 months
8036,8036,DURATION:  Long term
8038,8038,DURATION:  Permanent with 3 month probation period.
8040,8040,DURATION:  Temporary for 6 months.
8041,8041,DURATION:  Long term
8043,8043,DURATION:  20 April 2010  31 December 2010
8045,8045,DURATION:  15 days
8046,8046,DURATION:  6 months
8047,8047,DURATION:  Long term
8048,8048,DURATION:  Long term
8049,8049,DURATION:  Long term
8050,8050,DURATION:  Long term with 2 month probation period.
8053,8053,DURATION:  Long term
8054,8054,DURATION:  Long term
8056,8056,DURATION:  Long term
8057,8057,DURATION:  4 month contract
8058,8058,DURATION:  Long term
8059,8059,DURATION:  Permanent
8060,8060,DURATION:  Long term with 3 month probation period.
8061,8061,DURATION:  Permanent
8062,8062,"DURATION:  Temporary maternity cover, 6 months with 1 month probation"
8063,8063,DURATION:  Long term with 3 month probation period.
8064,8064,DURATION:  Long term with 3 month probation period.
8067,8067,DURATION:  Permanent employment
8069,8069,"DURATION:  Temporary, 6 months"
8070,8070,DURATION:  1 month in 1 assignment
8071,8071,DURATION:  Long term
8072,8072,"DURATION:  2,75 months in 3 assignments (1 assignment - 1,5 month, 2"
8073,8073,DURATION:  Permanent with 2 month probation period.
8075,8075,"DURATION:  Permanent, after probation period."
8076,8076,DURATION:  3 months with possible extension.
8077,8077,DURATION:  Long term
8079,8079,"DURATION:  3,75 months in 4 assignments (1 assignment   1 month, 2"
8081,8081,DURATION:  Till October  2011
8083,8083,DURATION:  Long term
8086,8086,DURATION:  5 months
8087,8087,DURATION:  Long term
8089,8089,DURATION:  Permanent
8090,8090,DURATION:  Permanent with 2 month probation period.
8091,8091,DURATION:  Long term with 3 month probation period.
8093,8093,DURATION:  1 year renewable with 3 month probation period.
8094,8094,DURATION:  Long term
8097,8097,DURATION:  Long term
8098,8098,DURATION:  Long term
8101,8101,DURATION:  Long term with 3 month probation period.
8102,8102,DURATION:  Long term
8103,8103,DURATION:  Permanent
8105,8105,DURATION:  Long term
8106,8106,DURATION:  Long term
8107,8107,DURATION:  Long term
8111,8111,DURATION:  Long term
8113,8113,DURATION:  Period of up to 40 working days.
8115,8115,DURATION:  Long term
8117,8117,DURATION:  Permanent with 3 month probation period.
8119,8119,DURATION:  Long term with 3 month probation period.
8120,8120,"DURATION:  Long term, with 3 month probation period."
8121,8121,DURATION:  Long term
8126,8126,DURATION:  Long term
8128,8128,"DURATION:  Permanent, with 3 month probation period."
8129,8129,DURATION:  Long term
8130,8130,DURATION:  Long term
8132,8132,DURATION:  Long term
8134,8134,DURATION:  Long term
8136,8136,DURATION:  Long term
8137,8137,DURATION:  Long term
8138,8138,DURATION:  1 year with possible extension.
8139,8139,DURATION:  Permanent with 2 month probation period.
8140,8140,DURATION:  2 hours (19:00-21:00)
8141,8141,DURATION:  Long term
8142,8142,DURATION:  Long term with 3 month probation period.
8143,8143,DURATION:  Long term with 3 month probation period.
8144,8144,DURATION:  Long term with 3 month probation period.
8145,8145,DURATION:  1 year
8146,8146,DURATION:  Long term
8147,8147,DURATION:  Long term
8148,8148,DURATION:  Long term
8150,8150,DURATION:  Long term
8151,8151,DURATION:  Long term
8153,8153,DURATION:  June-July 2010 for a period of up to 25 working days.
8156,8156,DURATION:  Long term with 3 month probation period.
8157,8157,DURATION:  1 year renewable with 3 month probation period.
8159,8159,DURATION:  Long term
8161,8161,DURATION:  Long term with 3 month probation period.
8162,8162,DURATION:  Long term
8163,8163,DURATION:  Long term
8164,8164,DURATION:  Long term
8166,8166,DURATION:  Permanent
8168,8168,DURATION:  4 to 6 months
8173,8173,DURATION:  Permanent
8174,8174,DURATION:  1 year renewable with 3 month probation period.
8175,8175,DURATION:  Long term
8176,8176,DURATION:  Long term with probation period.
8177,8177,DURATION:  Long term with 3 month probation period.
8178,8178,DURATION:  Long term
8181,8181,DURATION:  Long term
8183,8183,DURATION:  Long term
8184,8184,DURATION:  5-6 Months
8185,8185,DURATION:  Long term
8187,8187,DURATION:  2 months
8188,8188,DURATION:  Long term
8192,8192,DURATION:  6 months
8194,8194,DURATION:  Long term
8195,8195,DURATION:  Long term
8198,8198,DURATION:  7 months
8199,8199,DURATION:  6 months
8200,8200,DURATION:  Permanent
8201,8201,DURATION:  7 months (with possibility of extension).
8202,8202,DURATION:  Long term
8203,8203,DURATION:  Long term
8204,8204,DURATION:  Long term
8205,8205,DURATION:  Long term with 3 month probation period.
8206,8206,DURATION:  Permanent
8211,8211,DURATION:  Long term
8212,8212,DURATION:  Permanent
8213,8213,DURATION:  Long term
8215,8215,DURATION:  Long term
8226,8226,DURATION:  Permanent
8227,8227,DURATION:  7 months
8228,8228,DURATION:  Long term
8229,8229,DURATION:  7 months (with possibility of extension).
8230,8230,DURATION:  Long term
8234,8234,DURATION:  Long term with 3 month probation period.
8235,8235,DURATION:  Till 31 March 2011
8237,8237,DURATION:  Long term with 3 month probation period.
8240,8240,DURATION:  Long term with 3 month probation period.
8241,8241,DURATION:  Till the completion of project
8242,8242,DURATION:  Permanent with 3 month probation period.
8243,8243,DURATION:  Permanent with 3 month probation period.
8247,8247,DURATION:  Long term with 3 month probation period.
8251,8251,DURATION:  Permanent with 3 month probation period.
8253,8253,"DURATION:  MBA - 1 year, BA - 2 years"
8255,8255,"DURATION:  Permanent, after probation period."
8256,8256,DURATION:  Long term
8257,8257,DURATION:  Long term
8259,8259,DURATION:  5 days
8263,8263,DURATION:  Long term
8264,8264,DURATION:  Long term with 3 month probation period.
8265,8265,"DURATION:  Temporary, 6 months with possible extension."
8266,8266,DURATION:  Long term with 3 month probation period.
8267,8267,DURATION:  Long term
8269,8269,DURATION:  6 months
8272,8272,DURATION:  Long term with 3 month probation period.
8275,8275,DURATION:  Long term
8276,8276,DURATION:  Long term with 1 month probation period.
8281,8281,DURATION:  Long term
8282,8282,DURATION:  1 year with possible extension
8285,8285,DURATION:  Long term with 2 month probation period.
8286,8286,"DURATION:  Permanent, with 3 month probation period."
8289,8289,DURATION:  Permanent
8292,8292,"DURATION:  Long term, with 3 month paid-probation period."
8293,8293,DURATION:  Long term
8294,8294,DURATION:  ASAP
8302,8302,DURATION:  Long term with 2 month probation period.
8303,8303,DURATION:  Long term with 2 month probation period.
8304,8304,DURATION:  Long term with 2 week probation period.
8305,8305,DURATION:  2 months
8306,8306,DURATION:  Long term
8307,8307,DURATION:  Long term with 3 month probation period.
8309,8309,DURATION:  Till July 2012
8311,8311,DURATION:  Long term with 2 week probation period.
8314,8314,DURATION:  Long term with 3 month probation period.
8315,8315,DURATION:  Permanent
8318,8318,DURATION:  Long term with 3 month probation period.
8319,8319,DURATION:  Long term with 3 month probation period.
8320,8320,DURATION:  Long term
8323,8323,DURATION:  Long term with 3 month probation period.
8324,8324,DURATION:  Permanent
8325,8325,DURATION:  1 year
8326,8326,DURATION:  Long term with 3 month probation period.
